case,TimeStep,n_omega,n_k,frequency_spacing_Hz,time_alias_period_us,post_T0_peak,post_T0_peak_norm_to_n256,pre_to_post_T0_ratio
Pe0p1,1,16,81,75000.0,13.333333333333334,1.313665011749778e+16,1.015673911691999,0.9441156085222173
Pe0p1,1,32,81,36290.32258064516,27.555555555555557,1.2946155024919458e+16,1.000945583381006,0.011404130683781523
Pe0p1,1,64,81,17857.14285714286,55.99999999999999,1.29332228044815e+16,0.9999457151648623,0.01203305145837104
Pe0p1,1,128,81,8858.267716535433,112.8888888888889,1.2934690481611326e+16,1.000059190164822,0.012183586915686351
Pe0p1,1,256,81,4411.764705882353,226.66666666666666,1.293392492046349e+16,1.0,0.01222045264076333
